ID_zbozi,ID_lekarna,ID_vedouci,datum,pocet_prodanych_ks,nakupni_cena_CZK,prodejni_cena_CZK,marze_CZK,trzba_CZK
888,15,6,2025-02-02,9,214,256,42,378
466,11,11,2025-02-25,13,162,225,63,819
852,14,9,2025-02-27,3,260,275,15,45
553,2,12,2025-02-08,3,419,620,201,603
42,25,1,2025-02-08,7,449,476,27,189
157,8,5,2025-02-16,4,308,455,147,588
477,23,9,2025-02-25,12,105,139,34,408
987,24,23,2025-02-04,6,179,197,18,108
27,30,10,2025-02-19,13,223,329,106,1378
204,3,19,2025-02-23,8,72,98,26,208
309,28,22,2025-02-20,4,427,637,210,840
802,2,12,2025-02-18,14,358,436,78,1092
519,21,11,2025-02-01,14,441,560,119,1666
444,12,21,2025-02-27,15,382,427,45,675
181,24,17,2025-02-21,9,335,474,139,1251
552,25,16,2025-02-15,14,442,610,168,2352
275,11,28,2025-02-08,3,162,234,72,216
250,25,15,2025-02-19,20,362,442,80,1600
30,16,28,2025-02-11,6,269,308,39,234
817,9,11,2025-02-09,20,379,548,169,3380
570,1,17,2025-02-07,3,143,196,53,159
501,18,25,2025-02-08,16,350,480,130,2080
459,26,1,2025-02-03,10,133,164,31,310
250,10,22,2025-02-19,12,262,340,78,936
353,14,24,2025-02-18,11,200,273,73,803
278,10,9,2025-02-08,4,389,442,53,212
123,24,18,2025-02-25,6,118,135,17,102
496,9,24,2025-02-19,17,325,383,58,986
103,27,7,2025-02-10,8,204,231,27,216
15,23,18,2025-02-05,9,43,64,21,189
567,10,23,2025-02-05,16,72,104,32,512
588,10,16,2025-02-16,15,194,220,26,390
53,9,28,2025-02-16,4,440,475,35,140
504,3,19,2025-02-21,2,97,108,11,22
577,10,3,2025-02-08,4,305,425,120,480
621,20,26,2025-02-20,8,417,536,119,952
462,30,15,2025-02-10,19,239,284,45,855
636,2,20,2025-02-24,4,410,469,59,236
217,9,22,2025-02-03,6,142,160,18,108
77,6,1,2025-02-14,15,372,490,118,1770
299,2,8,2025-02-10,10,379,545,166,1660
73,22,8,2025-02-09,19,358,505,147,2793
203,14,4,2025-02-18,8,351,392,41,328
273,27,5,2025-02-03,2,104,146,42,84
610,24,27,2025-02-19,10,244,270,26,260
706,10,23,2025-02-13,9,276,357,81,729
449,3,20,2025-02-02,14,396,473,77,1078
257,1,3,2025-02-08,19,320,473,153,2907
784,22,27,2025-02-09,19,40,56,16,304
180,16,17,2025-02-21,15,489,575,86,1290
600,14,21,2025-02-27,16,66,83,17,272
419,11,11,2025-02-22,4,459,515,56,224
422,23,16,2025-02-10,13,436,607,171,2223
38,15,3,2025-02-11,9,185,204,19,171
792,13,28,2025-02-17,1,356,513,157,157
474,14,2,2025-02-07,17,205,273,68,1156
511,21,15,2025-02-25,2,124,145,21,42
135,30,10,2025-02-15,16,82,87,5,80
646,20,26,2025-02-08,6,179,232,53,318
566,14,3,2025-02-08,4,256,378,122,488
664,27,5,2025-02-16,10,280,383,103,1030
426,27,16,2025-02-16,8,253,328,75,600
393,7,30,2025-02-20,17,402,581,179,3043
885,3,9,2025-02-25,14,194,285,91,1274
520,9,27,2025-02-01,10,391,463,72,720
602,19,22,2025-02-16,5,248,321,73,365
354,11,18,2025-02-25,18,213,267,54,972
330,28,7,2025-02-23,8,312,381,69,552
877,25,14,2025-02-02,11,401,506,105,1155
936,26,13,2025-02-13,5,273,405,132,660
130,17,19,2025-02-11,4,467,668,201,804
103,17,30,2025-02-15,1,389,434,45,45
892,21,5,2025-02-03,16,420,624,204,3264
347,20,23,2025-02-13,3,456,546,90,270
691,28,18,2025-02-13,11,340,467,127,1397
778,16,28,2025-02-18,2,336,363,27,54
647,22,30,2025-02-10,8,402,438,36,288
101,25,21,2025-02-23,4,247,278,31,124
307,29,1,2025-02-02,11,427,459,32,352
368,12,14,2025-02-05,8,291,360,69,552
699,26,6,2025-02-06,6,60,79,19,114
392,20,22,2025-02-08,16,487,639,152,2432
238,15,21,2025-02-09,15,150,203,53,795
921,26,15,2025-02-10,18,100,108,8,144
968,12,19,2025-02-10,14,373,434,61,854
866,10,7,2025-02-13,16,74,86,12,192
586,12,19,2025-02-10,10,31,46,15,150
675,13,9,2025-02-01,19,462,628,166,3154
763,2,30,2025-02-20,16,446,650,204,3264
294,25,26,2025-02-08,20,430,520,90,1800
652,7,20,2025-02-09,5,341,373,32,160
643,21,2,2025-02-10,15,37,48,11,165
750,5,3,2025-02-10,11,402,497,95,1045
206,5,26,2025-02-18,12,291,371,80,960
280,27,6,2025-02-09,16,432,511,79,1264
892,11,26,2025-02-04,15,58,65,7,105
990,8,28,2025-02-22,13,453,640,187,2431
375,3,26,2025-02-13,1,155,200,45,45
466,12,22,2025-02-24,9,319,390,71,639
654,12,4,2025-02-22,8,261,277,16,128
906,18,11,2025-02-20,8,351,379,28,224
844,15,30,2025-02-23,10,352,434,82,820
144,2,2,2025-02-10,16,79,86,7,112
909,18,5,2025-02-13,15,209,283,74,1110
761,23,18,2025-02-14,19,400,551,151,2869
907,14,21,2025-02-04,16,335,413,78,1248
975,9,2,2025-02-23,12,131,164,33,396
974,8,28,2025-02-12,4,371,451,80,320
924,21,12,2025-02-02,13,161,183,22,286
126,28,27,2025-02-15,3,359,411,52,156
655,20,1,2025-02-02,11,144,215,71,781
806,19,7,2025-02-03,18,126,166,40,720
833,28,8,2025-02-11,5,423,616,193,965
3,9,28,2025-02-05,5,296,344,48,240
179,4,22,2025-02-28,1,87,92,5,5
809,26,8,2025-02-19,11,28,32,4,44
54,5,24,2025-02-14,17,78,108,30,510
488,15,25,2025-02-12,17,323,355,32,544
516,8,20,2025-02-02,17,174,219,45,765
988,1,2,2025-02-16,13,238,323,85,1105
503,23,30,2025-02-15,3,480,521,41,123
623,5,3,2025-02-05,9,339,453,114,1026
562,23,11,2025-02-13,20,291,344,53,1060
518,20,14,2025-02-04,4,456,613,157,628
899,25,18,2025-02-24,7,240,301,61,427
234,14,11,2025-02-27,15,224,277,53,795
98,11,14,2025-02-11,9,211,312,101,909
704,30,16,2025-02-03,3,445,484,39,117
443,4,24,2025-02-24,12,435,482,47,564
62,19,18,2025-02-18,11,363,401,38,418
363,28,22,2025-02-25,14,464,678,214,2996
53,10,20,2025-02-10,12,73,96,23,276
218,5,22,2025-02-16,8,453,498,45,360
866,18,12,2025-02-04,9,313,361,48,432
440,28,18,2025-02-25,20,334,452,118,2360
571,1,20,2025-02-22,9,34,38,4,36
720,25,10,2025-02-11,12,23,26,3,36
147,19,22,2025-02-13,3,92,127,35,105
996,1,3,2025-02-24,17,130,159,29,493
465,11,6,2025-02-12,10,389,465,76,760
965,19,20,2025-02-03,2,99,111,12,24
633,2,22,2025-02-03,9,246,332,86,774
498,20,15,2025-02-14,9,130,181,51,459
117,12,14,2025-02-04,10,367,497,130,1300
499,17,22,2025-02-10,2,132,162,30,60
614,2,1,2025-02-07,10,128,179,51,510
783,9,10,2025-02-11,4,23,29,6,24
441,6,5,2025-02-13,18,380,438,58,1044
573,27,22,2025-02-26,12,56,69,13,156
760,2,14,2025-02-01,15,491,533,42,630
321,19,14,2025-02-19,13,383,512,129,1677
297,4,13,2025-02-01,11,107,151,44,484
633,15,27,2025-02-23,12,65,81,16,192
109,8,14,2025-02-19,13,288,313,25,325
892,10,24,2025-02-11,8,190,266,76,608
79,17,21,2025-02-04,17,281,320,39,663
795,12,12,2025-02-24,5,140,153,13,65
263,7,6,2025-02-20,5,409,569,160,800
78,6,25,2025-02-21,16,257,357,100,1600
779,19,15,2025-02-22,19,349,466,117,2223
640,11,28,2025-02-21,11,97,121,24,264
481,15,21,2025-02-10,9,322,346,24,216
520,3,10,2025-02-15,15,39,42,3,45
852,10,3,2025-02-21,3,334,440,106,318
394,15,19,2025-02-18,2,250,365,115,230
586,21,7,2025-02-11,20,263,335,72,1440
981,2,15,2025-02-04,11,385,419,34,374
662,6,2,2025-02-08,15,244,314,70,1050
625,6,12,2025-02-12,10,218,269,51,510
347,22,20,2025-02-02,11,53,64,11,121
572,22,13,2025-02-10,9,390,559,169,1521
988,30,20,2025-02-28,5,190,206,16,80
680,5,30,2025-02-12,10,355,484,129,1290
402,5,20,2025-02-23,3,178,232,54,162
659,26,11,2025-02-27,5,363,496,133,665
970,24,22,2025-02-17,3,350,473,123,369
521,12,1,2025-02-12,10,112,166,54,540
350,25,16,2025-02-07,8,90,101,11,88
303,28,26,2025-02-04,17,414,535,121,2057
757,29,17,2025-02-02,11,468,653,185,2035
135,20,13,2025-02-05,6,112,159,47,282
790,20,26,2025-02-06,15,42,52,10,150
693,24,8,2025-02-15,20,165,229,64,1280
803,15,8,2025-02-18,8,178,264,86,688
804,16,29,2025-02-27,7,208,282,74,518
585,15,15,2025-02-25,10,418,511,93,930
541,14,6,2025-02-27,7,430,569,139,973
894,9,2,2025-02-21,16,467,568,101,1616
957,4,23,2025-02-28,17,455,503,48,816
86,25,6,2025-02-09,15,483,619,136,2040
851,14,3,2025-02-08,15,472,570,98,1470
28,14,2,2025-02-13,17,211,244,33,561
84,12,8,2025-02-01,11,496,543,47,517
732,21,11,2025-02-26,5,90,96,6,30
940,27,16,2025-02-23,5,408,558,150,750
460,20,1,2025-02-03,1,151,173,22,22
154,18,24,2025-02-20,17,236,260,24,408
296,8,10,2025-02-04,2,142,176,34,68
813,20,15,2025-02-03,4,448,653,205,820
612,18,1,2025-02-21,17,314,364,50,850
148,10,14,2025-02-01,20,200,232,32,640
427,6,22,2025-02-22,3,288,429,141,423
70,17,18,2025-02-17,17,303,321,18,306
895,16,2,2025-02-21,13,211,246,35,455
17,12,26,2025-02-03,12,143,197,54,648
644,4,25,2025-02-19,11,88,94,6,66
560,11,27,2025-02-21,6,445,623,178,1068
476,23,16,2025-02-21,6,435,483,48,288
734,25,15,2025-02-02,10,123,132,9,90
205,29,2,2025-02-11,10,283,348,65,650
835,18,16,2025-02-09,2,405,543,138,276
293,12,28,2025-02-25,2,463,623,160,320
280,4,26,2025-02-12,14,475,584,109,1526
451,29,13,2025-02-11,6,274,373,99,594
377,30,26,2025-02-17,9,430,467,37,333
435,3,14,2025-02-20,6,299,353,54,324
106,3,11,2025-02-22,10,176,220,44,440
735,14,6,2025-02-23,15,199,249,50,750
745,28,30,2025-02-12,20,242,284,42,840
811,2,3,2025-02-22,13,206,264,58,754
768,22,6,2025-02-01,5,454,601,147,735
801,15,2,2025-02-05,3,140,196,56,168
376,12,13,2025-02-19,2,329,368,39,78
461,12,12,2025-02-15,3,313,348,35,105
376,13,11,2025-02-21,9,147,218,71,639
27,24,6,2025-02-16,17,218,319,101,1717
121,9,25,2025-02-09,15,129,193,64,960
293,23,30,2025-02-16,7,82,91,9,63
76,15,6,2025-02-23,15,64,91,27,405
991,28,11,2025-02-22,12,383,413,30,360
556,10,29,2025-02-10,6,384,526,142,852
718,21,6,2025-02-26,12,280,322,42,504
206,26,5,2025-02-08,16,33,40,7,112
587,12,15,2025-02-26,18,86,114,28,504
89,3,10,2025-02-13,16,289,357,68,1088
420,27,19,2025-02-03,5,182,244,62,310
461,15,22,2025-02-17,12,85,123,38,456
799,18,21,2025-02-19,6,413,613,200,1200
444,17,30,2025-02-28,2,445,492,47,94
157,10,6,2025-02-06,11,498,682,184,2024
355,17,29,2025-02-10,3,148,168,20,60
980,18,9,2025-02-05,10,334,431,97,970
515,21,6,2025-02-19,19,98,110,12,228
640,24,29,2025-02-20,11,451,661,210,2310
43,27,28,2025-02-01,3,43,64,21,63
790,19,9,2025-02-21,7,412,539,127,889
633,21,1,2025-02-16,18,168,225,57,1026
310,16,8,2025-02-26,13,172,216,44,572
706,2,6,2025-02-15,14,267,336,69,966
349,20,5,2025-02-11,11,395,590,195,2145
354,13,5,2025-02-25,12,283,369,86,1032
327,8,15,2025-02-04,9,250,290,40,360
100,2,10,2025-02-13,20,234,272,38,760
887,29,6,2025-02-27,11,498,652,154,1694
321,7,25,2025-02-06,16,283,357,74,1184
901,10,16,2025-02-01,3,221,282,61,183
990,8,7,2025-02-19,12,44,47,3,36
507,20,29,2025-02-27,16,166,214,48,768
868,4,14,2025-02-05,9,392,476,84,756
413,12,2,2025-02-13,2,311,405,94,188
372,18,10,2025-02-03,13,278,348,70,910
564,9,27,2025-02-20,20,80,89,9,180
100,13,12,2025-02-26,11,305,449,144,1584
774,5,7,2025-02-20,17,225,287,62,1054
47,2,5,2025-02-23,11,431,544,113,1243
468,5,20,2025-02-17,5,187,275,88,440
327,6,13,2025-02-20,10,323,388,65,650
849,17,18,2025-02-16,19,173,219,46,874
18,12,11,2025-02-22,4,233,306,73,292
816,29,24,2025-02-28,1,325,411,86,86
991,21,26,2025-02-25,19,315,363,48,912
53,19,16,2025-02-06,17,342,470,128,2176
794,27,13,2025-02-05,8,36,47,11,88
718,4,7,2025-02-01,15,180,223,43,645
423,23,7,2025-02-14,17,416,551,135,2295
483,28,28,2025-02-24,2,381,424,43,86
213,18,11,2025-02-22,16,289,352,63,1008
980,6,15,2025-02-18,11,299,362,63,693
791,28,24,2025-02-22,9,332,421,89,801
981,8,9,2025-02-18,10,135,199,64,640
305,25,10,2025-02-23,7,373,510,137,959
325,16,12,2025-02-18,9,167,185,18,162
693,18,13,2025-02-13,12,415,586,171,2052
298,2,10,2025-02-23,3,197,289,92,276
672,9,24,2025-02-16,7,123,175,52,364
278,30,18,2025-02-23,9,90,99,9,81
759,19,8,2025-02-08,2,362,528,166,332
232,21,8,2025-02-02,4,231,277,46,184
484,4,22,2025-02-25,5,22,33,11,55
952,6,14,2025-02-21,16,264,354,90,1440
775,10,11,2025-02-10,2,484,676,192,384
668,19,8,2025-02-18,2,487,713,226,452
428,29,27,2025-02-06,2,448,550,102,204
508,6,30,2025-02-24,10,468,499,31,310
306,19,20,2025-02-04,11,165,207,42,462
657,18,17,2025-02-16,5,455,581,126,630
280,7,26,2025-02-04,11,103,142,39,429
664,9,23,2025-02-06,1,397,477,80,80
303,19,22,2025-02-25,7,109,144,35,245
655,29,13,2025-02-27,14,283,339,56,784
411,22,4,2025-02-06,5,264,316,52,260
255,1,9,2025-02-13,8,248,345,97,776
977,11,10,2025-02-19,19,25,29,4,76
369,23,8,2025-02-02,4,258,307,49,196
416,22,17,2025-02-23,10,373,411,38,380
939,10,12,2025-02-20,8,132,195,63,504
490,5,15,2025-02-24,20,211,261,50,1000
563,30,16,2025-02-25,18,430,580,150,2700
224,25,8,2025-02-22,20,467,656,189,3780
539,15,17,2025-02-23,12,59,86,27,324
115,2,27,2025-02-18,17,123,161,38,646
154,6,11,2025-02-28,17,246,271,25,425
211,23,19,2025-02-16,3,480,614,134,402
829,2,15,2025-02-05,17,232,291,59,1003
60,18,15,2025-02-22,10,390,413,23,230
261,27,1,2025-02-24,7,316,342,26,182
434,12,23,2025-02-03,18,50,74,24,432
71,30,16,2025-02-02,10,229,259,30,300
139,25,21,2025-02-24,14,211,316,105,1470
392,15,28,2025-02-13,13,61,83,22,286
678,28,18,2025-02-05,12,80,90,10,120
551,13,17,2025-02-05,8,447,470,23,184
24,10,15,2025-02-22,18,237,306,69,1242
844,8,8,2025-02-15,12,99,116,17,204
960,29,24,2025-02-25,4,36,51,15,60
430,20,25,2025-02-01,8,125,135,10,80
609,2,15,2025-02-20,2,145,201,56,112
412,15,8,2025-02-18,7,406,584,178,1246
58,5,17,2025-02-10,8,437,639,202,1616
590,11,19,2025-02-20,11,141,167,26,286
147,22,17,2025-02-08,14,173,203,30,420
571,19,29,2025-02-24,6,340,461,121,726
570,16,2,2025-02-12,13,422,543,121,1573
714,14,14,2025-02-05,10,212,240,28,280
551,16,8,2025-02-28,8,173,248,75,600
148,26,15,2025-02-02,18,231,343,112,2016
571,17,5,2025-02-13,8,150,171,21,168
663,3,30,2025-02-15,12,67,86,19,228
850,7,2,2025-02-09,13,364,481,117,1521
41,28,3,2025-02-07,19,390,527,137,2603
223,16,7,2025-02-28,11,175,259,84,924
16,7,30,2025-02-07,4,402,603,201,804
491,30,8,2025-02-23,20,380,434,54,1080
938,8,18,2025-02-11,10,214,270,56,560
665,12,10,2025-02-09,12,282,408,126,1512
478,4,26,2025-02-24,16,409,584,175,2800
937,7,12,2025-02-11,14,43,56,13,182
227,24,5,2025-02-01,9,303,446,143,1287
594,24,14,2025-02-10,5,120,144,24,120
389,19,27,2025-02-08,16,301,405,104,1664
702,11,9,2025-02-25,16,390,522,132,2112
503,15,6,2025-02-24,12,106,118,12,144
560,16,6,2025-02-18,2,288,307,19,38
868,3,27,2025-02-22,2,411,433,22,44
141,27,21,2025-02-08,3,382,427,45,135
224,17,15,2025-02-12,2,336,449,113,226
957,20,30,2025-02-16,16,28,29,1,16
565,14,1,2025-02-01,17,389,457,68,1156
294,1,17,2025-02-27,14,432,636,204,2856
184,4,30,2025-02-04,17,96,111,15,255
635,17,9,2025-02-27,12,156,220,64,768
81,12,13,2025-02-15,19,144,215,71,1349
232,10,22,2025-02-27,3,354,530,176,528
666,25,2,2025-02-03,13,214,261,47,611
488,2,21,2025-02-01,6,62,79,17,102
445,21,26,2025-02-11,19,459,683,224,4256
917,17,30,2025-02-02,8,128,186,58,464
709,29,19,2025-02-16,9,43,63,20,180
701,30,9,2025-02-18,19,356,379,23,437
952,28,11,2025-02-01,7,320,357,37,259
841,23,27,2025-02-13,3,173,194,21,63
247,19,27,2025-02-28,13,366,532,166,2158
340,13,25,2025-02-24,5,424,634,210,1050
742,3,17,2025-02-24,12,47,51,4,48
238,27,3,2025-02-11,20,413,548,135,2700
610,13,25,2025-02-11,1,344,404,60,60
462,16,8,2025-02-12,18,212,264,52,936
697,19,22,2025-02-13,3,415,551,136,408
818,8,23,2025-02-03,3,157,176,19,57
729,26,21,2025-02-05,13,182,221,39,507
94,1,10,2025-02-15,12,409,479,70,840
136,3,6,2025-02-14,15,305,396,91,1365
418,4,1,2025-02-03,12,303,331,28,336
613,26,11,2025-02-28,13,26,31,5,65
398,25,3,2025-02-24,18,483,723,240,4320
249,19,17,2025-02-06,13,106,118,12,156
309,9,16,2025-02-05,3,105,131,26,78
432,10,16,2025-02-26,3,204,237,33,99
253,24,21,2025-02-16,20,335,381,46,920
110,5,10,2025-02-01,13,190,271,81,1053
390,26,28,2025-02-11,15,191,238,47,705
844,28,21,2025-02-20,5,173,207,34,170
971,23,7,2025-02-16,11,110,163,53,583
992,11,10,2025-02-24,16,314,440,126,2016
334,13,9,2025-02-27,13,206,227,21,273
578,7,19,2025-02-18,6,369,515,146,876
28,24,15,2025-02-23,7,244,344,100,700
852,23,3,2025-02-27,14,364,464,100,1400
649,10,8,2025-02-09,5,386,479,93,465
387,3,15,2025-02-20,16,318,391,73,1168
519,30,30,2025-02-28,14,298,318,20,280
992,12,23,2025-02-26,18,324,433,109,1962
88,4,25,2025-02-08,12,105,141,36,432
46,19,21,2025-02-22,13,405,486,81,1053
816,14,4,2025-02-01,4,152,175,23,92
765,17,18,2025-02-19,19,133,166,33,627
401,15,25,2025-02-22,19,373,476,103,1957
354,1,16,2025-02-04,10,232,340,108,1080
88,4,27,2025-02-24,5,198,236,38,190
467,26,7,2025-02-17,16,198,250,52,832
449,24,23,2025-02-15,11,54,64,10,110
830,23,4,2025-02-01,11,351,386,35,385
820,6,30,2025-02-24,8,284,320,36,288
164,11,18,2025-02-14,15,138,194,56,840
645,6,6,2025-02-21,14,222,236,14,196
629,29,7,2025-02-15,19,239,293,54,1026
722,7,7,2025-02-09,3,315,345,30,90
893,18,6,2025-02-12,11,120,151,31,341
269,22,28,2025-02-16,17,347,413,66,1122
398,20,13,2025-02-19,4,198,239,41,164
469,20,6,2025-02-27,10,490,650,160,1600
87,22,5,2025-02-11,4,142,169,27,108
188,12,23,2025-02-05,17,218,270,52,884
142,19,13,2025-02-14,6,269,359,90,540
711,30,21,2025-02-06,18,105,133,28,504
144,6,11,2025-02-27,15,337,362,25,375
368,1,16,2025-02-05,7,437,534,97,679
576,17,21,2025-02-16,14,370,470,100,1400
728,27,15,2025-02-16,6,62,81,19,114
815,25,8,2025-02-10,2,160,184,24,48
296,6,25,2025-02-15,19,400,559,159,3021
508,18,17,2025-02-04,19,78,91,13,247
557,27,12,2025-02-18,2,409,562,153,306
560,7,14,2025-02-04,8,172,248,76,608
34,15,9,2025-02-12,3,244,351,107,321
121,25,26,2025-02-08,7,435,601,166,1162
706,12,28,2025-02-23,20,343,426,83,1660
631,5,26,2025-02-07,7,432,465,33,231
360,18,9,2025-02-20,18,106,127,21,378
721,10,10,2025-02-19,9,459,588,129,1161
922,22,27,2025-02-04,5,404,567,163,815
941,2,9,2025-02-28,5,379,546,167,835
256,5,23,2025-02-11,8,409,585,176,1408
403,16,5,2025-02-19,9,341,422,81,729
463,3,21,2025-02-26,3,226,290,64,192
285,23,30,2025-02-12,15,269,322,53,795
3,28,25,2025-02-28,3,394,586,192,576
651,22,23,2025-02-12,3,427,551,124,372
224,14,27,2025-02-07,16,157,188,31,496
291,11,18,2025-02-19,5,309,443,134,670
808,11,29,2025-02-22,2,43,47,4,8
803,27,15,2025-02-01,4,495,711,216,864
452,15,1,2025-02-14,7,372,543,171,1197
904,21,10,2025-02-06,9,67,90,23,207
257,3,12,2025-02-22,6,46,57,11,66
313,24,23,2025-02-25,8,239,321,82,656
721,4,1,2025-02-07,16,59,65,6,96
232,17,22,2025-02-15,1,24,33,9,9
837,4,28,2025-02-14,5,264,286,22,110
393,3,24,2025-02-26,4,72,86,14,56
903,10,5,2025-02-13,5,348,521,173,865
147,3,17,2025-02-19,1,332,446,114,114
451,12,24,2025-02-07,5,490,605,115,575
704,15,28,2025-02-07,3,479,525,46,138
771,4,19,2025-02-24,13,199,295,96,1248
323,26,5,2025-02-08,9,350,381,31,279
567,20,20,2025-02-24,20,165,231,66,1320
708,1,28,2025-02-28,10,125,160,35,350
522,7,24,2025-02-13,10,350,376,26,260
920,26,8,2025-02-16,13,77,89,12,156
654,20,3,2025-02-17,1,204,300,96,96
136,13,28,2025-02-27,19,235,285,50,950
700,6,25,2025-02-16,3,28,37,9,27
15,9,7,2025-02-02,2,424,521,97,194
294,21,23,2025-02-17,14,236,322,86,1204
85,21,18,2025-02-18,20,98,115,17,340
318,3,17,2025-02-07,5,294,352,58,290
601,21,25,2025-02-27,3,178,243,65,195
748,28,8,2025-02-02,8,64,94,30,240
119,15,20,2025-02-20,2,178,240,62,124
674,24,6,2025-02-04,1,382,425,43,43
12,6,16,2025-02-12,17,284,398,114,1938
