ID_zbozi,ID_lekarna,ID_vedouci,datum,pocet_prodanych_ks,nakupni_cena_CZK,prodejni_cena_CZK,marze_CZK,trzba_CZK
988,30,20,17.03.2024,11,61,80,19,209
145,30,12,07.06.2024,13,86,113,27,351
961,3,10,13.10.2024,13,349,491,142,1846
833,5,22,25.12.2024,17,67,90,23,391
434,17,12,10.01.2024,12,178,201,23,276
220,11,25,05.09.2024,7,135,202,67,469
159,3,10,21.02.2024,17,414,535,121,2057
757,29,17,20.01.2024,11,468,653,185,2035
135,20,13,19.03.2024,6,112,159,47,282
790,20,26,25.03.2024,15,42,52,10,150
693,24,8,15.08.2024,20,165,229,64,1280
803,15,8,30.09.2024,8,178,264,86,688
804,16,29,09.04.2024,12,367,542,175,2100
452,15,25,24.05.2024,13,277,357,80,1040
990,6,27,12.04.2024,20,90,130,40,800
54,21,16,09.07.2024,18,498,546,48,864
867,17,28,04.03.2024,10,62,86,24,240
280,15,29,19.09.2024,5,445,555,110,550
970,30,8,18.08.2024,12,496,527,31,372
55,13,17,10.07.2024,8,217,325,108,864
384,8,1,12.06.2024,4,449,616,167,668
344,26,5,11.03.2024,2,166,243,77,154
484,23,27,12.03.2024,16,249,330,81,1296
928,3,1,11.05.2024,7,447,499,52,364
963,24,20,27.09.2024,14,76,106,30,420
244,10,4,25.01.2024,8,234,313,79,632
638,15,3,26.02.2024,16,325,420,95,1520
648,17,19,03.05.2024,5,169,210,41,205
630,12,8,19.10.2024,14,115,155,40,560
88,17,12,04.02.2024,17,298,381,83,1411
520,18,1,18.07.2024,16,42,56,14,224
383,9,24,09.01.2024,12,423,457,34,408
247,24,22,17.11.2024,4,415,544,129,516
775,11,5,23.01.2024,12,299,360,61,732
659,6,27,16.12.2024,15,376,476,100,1500
187,26,5,02.02.2024,15,38,45,7,105
45,26,7,22.01.2024,11,497,591,94,1034
408,27,18,30.08.2024,9,38,53,15,135
196,10,12,25.01.2024,11,159,176,17,187
377,14,29,23.07.2024,15,478,708,230,3450
348,6,16,20.12.2024,16,208,305,97,1552
532,9,26,12.02.2024,14,60,75,15,210
843,6,18,30.05.2024,11,72,78,6,66
677,10,10,16.08.2024,20,387,481,94,1880
707,15,12,16.08.2024,2,392,565,173,346
362,20,14,20.05.2024,2,58,78,20,40
416,12,17,13.12.2024,6,35,39,4,24
623,22,26,12.08.2024,2,84,91,7,14
798,21,12,04.07.2024,13,310,330,20,260
158,22,15,08.07.2024,12,247,344,97,1164
588,5,17,06.07.2024,13,180,242,62,806
256,4,1,05.04.2024,16,285,349,64,1024
576,4,9,13.05.2024,15,129,193,64,960
293,23,30,08.09.2024,7,82,91,9,63
76,15,6,31.12.2024,15,64,91,27,405
991,28,11,07.12.2024,12,383,413,30,360
556,10,29,02.06.2024,6,384,526,142,852
718,21,6,04.07.2024,17,134,148,14,238
206,26,5,01.05.2024,16,33,40,7,112
587,12,15,09.10.2024,5,333,482,149,745
68,10,13,02.09.2024,17,230,321,91,1547
844,19,3,05.03.2024,11,348,377,29,319
478,22,17,25.06.2024,5,469,667,198,990
565,21,19,03.04.2024,5,241,308,67,335
890,2,27,04.03.2024,17,98,116,18,306
166,11,30,29.12.2024,8,197,291,94,752
532,29,10,10.02.2024,9,120,160,40,360
565,9,5,16.11.2024,10,334,431,97,970
515,21,6,30.10.2024,19,98,110,12,228
640,24,29,05.11.2024,11,451,661,210,2310
43,27,28,15.01.2024,3,43,64,21,63
790,19,9,29.11.2024,7,412,539,127,889
633,21,1,11.09.2024,18,168,225,57,1026
310,16,8,16.12.2024,13,172,216,44,572
706,2,6,13.08.2024,14,267,336,69,966
349,20,5,09.06.2024,11,395,590,195,2145
354,13,5,08.07.2024,17,307,337,30,510
248,15,4,16.05.2024,15,146,163,17,255
52,10,13,11.11.2024,14,147,218,71,994
924,6,27,16.06.2024,19,389,463,74,1406
782,6,16,20.09.2024,15,275,398,123,1845
510,1,3,20.07.2024,17,254,377,123,2091
221,19,12,25.01.2024,2,164,209,45,90
904,27,21,10.12.2024,16,166,214,48,768
868,4,14,09.03.2024,9,392,476,84,756
413,12,2,24.07.2024,2,311,405,94,188
372,18,10,07.02.2024,13,278,348,70,910
564,9,27,15.11.2024,20,80,89,9,180
100,13,12,22.06.2024,18,500,607,107,1926
148,7,20,17.09.2024,13,276,295,19,247
40,5,23,19.06.2024,16,285,358,73,1168
621,29,17,12.03.2024,11,496,658,162,1782
167,13,20,02.06.2024,19,192,245,53,1007
522,18,16,28.12.2024,19,173,219,46,874
18,12,11,10.12.2024,4,233,306,73,292
816,29,24,18.12.2024,1,325,411,86,86
991,21,26,23.10.2024,19,136,187,51,969
598,16,6,25.09.2024,20,416,594,178,3560
152,27,22,04.05.2024,2,313,462,149,298
113,7,1,13.08.2024,11,234,262,28,308
708,7,14,13.09.2024,20,491,620,129,2580
869,24,24,01.02.2024,5,285,326,41,205
333,22,16,26.09.2024,13,180,266,86,1118
471,30,18,24.06.2024,18,201,272,71,1278
889,24,22,25.11.2024,9,332,421,89,801
981,8,9,12.10.2024,10,135,199,64,640
305,25,10,26.12.2024,7,373,510,137,959
325,16,12,13.10.2024,9,167,185,18,162
693,18,13,21.07.2024,12,415,586,171,2052
298,2,10,31.12.2024,3,197,289,92,276
672,9,24,02.09.2024,7,123,175,52,364
278,30,18,22.12.2024,9,90,99,9,81
759,19,8,04.05.2024,2,362,528,166,332
232,21,8,27.01.2024,4,231,277,46,184
484,4,22,11.03.2024,1,301,449,148,148
162,14,21,31.08.2024,16,353,402,49,784
988,10,11,26.05.2024,2,484,676,192,384
668,19,8,30.09.2024,2,487,713,226,452
428,29,27,31.03.2024,2,448,550,102,204
508,6,30,28.05.2024,2,24,28,4,8
618,4,30,20.06.2024,10,252,377,125,1250
557,17,16,09.03.2024,17,259,304,45,765
829,4,11,24.03.2024,15,351,409,58,870
191,1,24,21.06.2024,10,310,420,110,1100
198,6,20,23.11.2024,13,443,550,107,1391
336,3,13,08.12.2024,4,114,170,56,224
489,11,30,07.05.2024,1,153,187,34,34
458,25,9,17.06.2024,10,318,437,119,1190
12,9,21,03.07.2024,8,51,69,18,144
477,10,6,26.07.2024,17,492,715,223,3791
721,25,10,19.12.2024,4,347,507,160,640
303,12,20,23.04.2024,8,88,111,23,184
466,24,20,10.07.2024,14,379,492,113,1582
483,25,18,06.12.2024,7,410,476,66,462
773,20,28,11.02.2024,17,248,319,71,1207
371,3,30,15.10.2024,4,51,73,22,88
925,17,7,20.10.2024,18,96,108,12,216
875,17,15,29.02.2024,7,387,508,121,847
94,29,17,16.08.2024,2,252,280,28,56
426,15,19,30.01.2024,18,256,346,90,1620
316,24,1,21.07.2024,9,438,460,22,198
224,19,3,24.01.2024,14,196,268,72,1008
555,2,30,05.02.2024,16,36,42,6,96
185,25,5,24.11.2024,14,211,316,105,1470
392,15,28,12.07.2024,13,61,83,22,286
678,28,18,09.03.2024,12,80,90,10,120
551,13,17,06.03.2024,8,447,470,23,184
24,10,15,10.12.2024,18,237,306,69,1242
844,8,8,23.08.2024,12,99,116,17,204
960,29,24,27.02.2024,2,434,585,151,302
630,25,30,09.01.2024,8,125,135,10,80
609,2,15,02.11.2024,2,145,201,56,112
412,15,8,03.10.2024,7,406,584,178,1246
58,5,17,28.05.2024,8,437,639,202,1616
590,11,19,02.11.2024,11,141,167,26,286
147,22,17,23.04.2024,14,173,203,30,420
571,19,29,30.03.2024,14,304,387,83,1162
996,12,21,09.12.2024,13,422,543,121,1573
714,14,14,17.03.2024,10,212,240,28,280
551,16,8,25.04.2024,10,459,628,169,1690
826,15,30,30.01.2024,18,231,343,112,2016
571,17,5,17.07.2024,8,150,171,21,168
663,3,30,18.08.2024,12,67,86,19,228
850,7,2,17.05.2024,13,364,481,117,1521
41,28,3,06.04.2024,19,390,527,137,2603
223,16,7,19.06.2024,10,485,513,28,280
960,7,24,01.03.2024,16,488,566,78,1248
619,23,7,22.07.2024,8,302,361,59,472
290,13,15,30.09.2024,12,177,207,30,360
526,29,16,26.08.2024,4,431,643,212,848
481,25,27,12.06.2024,7,209,249,40,280
47,19,28,23.04.2024,5,28,33,5,25
958,19,19,01.08.2024,10,98,112,14,140
236,13,19,05.05.2024,16,301,405,104,1664
702,11,9,07.09.2024,16,255,287,32,512
815,12,6,12.03.2024,18,270,306,36,648
911,18,21,31.01.2024,17,37,53,16,272
77,27,22,25.01.2024,1,231,257,26,26
646,8,3,28.12.2024,5,24,28,4,20
467,12,2,12.11.2024,20,487,617,130,2600
500,1,1,29.09.2024,18,230,243,13,234
543,24,9,01.10.2024,10,28,36,8,80
715,22,14,01.04.2024,4,490,536,46,184
153,8,7,13.11.2024,17,149,211,62,1054
274,26,13,10.02.2024,12,227,285,58,696
250,23,8,02.06.2024,3,354,530,176,528
666,25,2,17.02.2024,13,214,261,47,611
488,2,21,05.01.2024,6,62,79,17,102
445,21,26,18.06.2024,19,459,683,224,4256
917,17,30,22.01.2024,8,128,186,58,464
709,29,19,31.08.2024,9,43,63,20,180
701,30,9,05.10.2024,19,356,379,23,437
952,28,11,09.01.2024,7,320,357,37,259
841,23,27,22.07.2024,3,173,194,21,63
247,19,27,18.07.2024,18,189,231,42,756
758,5,26,18.12.2024,3,276,382,106,318
355,2,4,11.08.2024,8,449,487,38,304
620,25,20,31.10.2024,13,416,498,82,1066
650,9,26,18.08.2024,16,136,165,29,464
964,13,14,05.04.2024,19,358,437,79,1501
791,20,10,06.05.2024,3,62,73,11,33
390,23,26,20.11.2024,5,398,488,90,450
370,4,3,03.01.2024,10,247,299,52,520
277,4,5,14.02.2024,6,240,300,60,360
569,17,14,22.02.2024,1,65,79,14,14
96,20,20,15.06.2024,13,26,31,5,65
398,25,3,13.10.2024,8,312,401,89,712
702,13,6,12.03.2024,9,174,204,30,270
150,3,6,10.08.2024,9,235,278,43,387
802,3,12,08.05.2024,8,389,518,129,1032
609,20,7,22.08.2024,4,89,106,17,68
972,13,11,13.11.2024,13,431,620,189,2457
451,11,14,29.11.2024,20,89,105,16,320
618,23,7,02.09.2024,11,110,163,53,583
992,11,10,21.12.2024,16,314,440,126,2016
334,13,9,20.07.2024,12,78,115,37,444
205,19,18,02.04.2024,18,33,49,16,288
473,23,7,12.08.2024,10,445,606,161,1610
839,28,26,28.07.2024,16,91,121,30,480
248,9,22,19.03.2024,14,424,517,93,1302
460,20,16,25.10.2024,13,293,374,81,1053
943,28,23,02.08.2024,18,38,53,15,270
369,23,29,01.10.2024,20,346,506,160,3200
112,25,8,02.12.2024,12,105,141,36,432
46,19,21,12.12.2024,13,405,486,81,1053
816,14,4,06.01.2024,4,152,175,23,92
765,17,18,24.10.2024,19,133,166,33,627
401,15,25,13.12.2024,19,373,476,103,1957
354,1,16,23.02.2024,10,232,340,108,1080
88,4,27,13.03.2024,12,179,216,37,444
804,7,17,04.09.2024,12,263,288,25,300
740,23,15,12.06.2024,3,173,185,12,36
728,4,1,24.06.2024,4,366,516,150,600
953,24,8,21.09.2024,6,302,339,37,222
574,14,15,28.04.2024,13,342,387,45,585
656,22,14,21.07.2024,1,397,527,130,130
203,15,19,07.08.2024,13,22,30,8,104
211,9,25,26.12.2024,3,315,345,30,90
893,18,6,06.07.2024,11,120,151,31,341
269,22,28,07.09.2024,17,347,413,66,1122
398,20,13,27.10.2024,4,198,239,41,164
469,20,6,10.12.2024,10,490,650,160,1600
87,22,5,09.06.2024,4,142,169,27,108
188,12,23,13.03.2024,17,218,270,52,884
142,19,13,04.08.2024,6,269,359,90,540
711,30,21,29.03.2024,18,105,133,28,504
144,6,11,18.08.2024,20,47,68,21,420
975,1,16,10.03.2024,7,437,534,97,679
576,17,21,10.09.2024,14,370,470,100,1400
728,27,15,07.09.2024,6,62,81,19,114
815,25,8,29.05.2024,2,160,184,24,48
296,6,25,22.08.2024,19,400,559,159,3021
508,18,17,27.02.2024,19,78,91,13,247
557,27,12,04.10.2024,2,409,562,153,306
560,7,14,22.02.2024,8,172,248,76,608
34,15,9,27.06.2024,3,244,351,107,321
121,25,26,01.05.2024,7,435,601,166,1162
706,12,28,29.12.2024,20,343,426,83,1660
631,5,26,15.04.2024,7,432,465,33,231
360,18,9,01.11.2024,18,106,127,21,378
721,10,10,20.10.2024,9,459,588,129,1161
922,22,27,18.02.2024,5,404,567,163,815
941,2,9,01.12.2024,5,379,546,167,835
256,5,23,13.06.2024,8,409,585,176,1408
403,16,5,22.10.2024,9,341,422,81,729
463,3,21,17.02.2024,13,283,393,110,1430
712,30,29,07.07.2024,15,269,322,53,795
3,28,25,17.02.2024,15,345,465,120,1800
367,28,3,30.09.2024,13,131,195,64,832
845,7,16,17.05.2024,11,444,523,79,869
561,19,5,16.10.2024,16,423,510,87,1392
699,25,2,24.01.2024,4,340,477,137,548
471,1,4,21.03.2024,15,253,266,13,195
982,14,7,18.12.2024,5,471,632,161,805
163,28,30,20.05.2024,3,355,430,75,225
85,12,22,28.11.2024,6,46,57,11,66
313,24,23,29.04.2024,14,355,387,32,448
98,1,7,01.09.2024,3,87,115,28,84
532,22,15,05.01.2024,1,376,453,77,77
124,28,14,21.12.2024,5,264,286,22,110
393,3,24,22.02.2024,4,180,219,39,156
307,5,13,09.03.2024,5,55,71,16,80
9,20,21,25.03.2024,15,199,274,75,1125
644,24,5,29.07.2024,20,371,463,92,1840
223,3,29,21.02.2024,5,405,448,43,215
748,13,12,07.08.2024,11,425,473,48,528
284,21,3,07.05.2024,18,327,432,105,1890
623,10,25,19.12.2024,1,454,650,196,196
897,10,7,22.09.2024,20,280,318,38,760
402,10,21,28.01.2024,8,273,334,61,488
247,16,21,31.10.2024,3,290,420,130,390
13,12,30,11.06.2024,5,218,313,95,475
583,14,12,06.10.2024,6,410,517,107,642
789,3,1,27.10.2024,3,27,32,5,15
41,30,2,22.07.2024,17,166,221,55,935
514,25,14,04.08.2024,13,62,83,21,273
551,20,5,22.05.2024,3,178,193,15,45
944,7,26,20.03.2024,18,187,229,42,756
650,25,27,28.11.2024,3,178,243,65,195
748,28,8,30.01.2024,8,64,94,30,240
119,15,20,07.11.2024,2,178,240,62,124
674,24,6,02.03.2024,1,382,425,43,43
12,6,16,26.06.2024,17,284,398,114,1938
739,9,6,09.07.2024,5,403,565,162,810
276,24,29,01.03.2024,1,191,270,79,79
279,17,3,14.05.2024,19,341,370,29,551
467,17,12,29.01.2024,16,459,599,140,2240
377,6,9,22.02.2024,19,365,502,137,2603
234,24,17,02.01.2024,2,459,660,201,402
251,2,16,05.07.2024,13,491,549,58,754
954,28,2,10.10.2024,14,134,160,26,364
427,30,24,12.06.2024,9,442,480,38,342
382,4,17,10.12.2024,2,111,128,17,34
529,2,13,05.02.2024,15,463,545,82,1230
866,10,11,14.02.2024,18,253,267,14,252
206,10,19,04.06.2024,20,144,181,37,740
606,16,25,10.04.2024,18,409,576,167,3006
155,1,30,28.07.2024,1,139,180,41,41
652,27,23,05.01.2024,11,20,28,8,88
